RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
1032356,2016318538,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/02/2016,09/01/2016 11:45:00 PM,09/02/2016 07:45:00 AM,11XX BLOCK OF 22 AV E,C,C2,6400.3008,-122.303535461,47.629623413,"(47.629623413, -122.303535461)"
1032430,2016305837,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/24/2016,08/23/2016 11:00:00 PM,08/24/2016 09:10:00 AM,11XX BLOCK OF 18 AV E,C,C2,6400.2005,-122.308609009,47.629638672,"(47.629638672, -122.308609009)"
1032448,2016323410,1211,0,ROBBERY-BANK-GUN,1200,ROBBERY,09/06/2016,09/06/2016 03:35:00 PM,,40XX BLOCK OF E MADISON ST,C,C2,6300.3018,-122.280464172,47.634128571,"(47.634128571, -122.280464172)"
1032590,2016313516,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/29/2016,08/12/2016 10:00:00 AM,08/22/2016 11:00:00 PM,4XX BLOCK OF 24 AV E,C,C2,7700.2007,-122.30116272,47.623519897,"(47.623519897, -122.30116272)"
1034015,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1034070,2016320041,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/03/2016,09/03/2016 08:51:00 PM,,19XX BLOCK OF 15 AV E,C,C2,6200.3005,-122.313598633,47.636707306,"(47.636707306, -122.313598633)"
1034423,2016320041,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/03/2016,09/03/2016 08:51:00 PM,,19XX BLOCK OF 15 AV E,C,C2,6200.3005,-122.313598633,47.636707306,"(47.636707306, -122.313598633)"
1034739,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1035372,2016296385,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/16/2016,08/16/2016 02:40:00 PM,08/16/2016 02:43:00 PM,10XX BLOCK OF 24 AV E,C,C2,6400.1008,-122.301673889,47.628723145,"(47.628723145, -122.301673889)"
1035481,2016331387,1313,0,ASSLT-NONAGG,1300,ASSAULT,09/12/2016,09/12/2016 06:52:00 PM,,LAKE WASHINGTON BV E / BOYER AV E,C,C2,6200.1062,-122.297920227,47.633766174,"(47.633766174, -122.297920227)"
1035976,2016318538,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/02/2016,09/01/2016 11:45:00 PM,09/02/2016 07:45:00 AM,11XX BLOCK OF 22 AV E,C,C2,6400.3008,-122.303535461,47.629623413,"(47.629623413, -122.303535461)"
1036233,2016294632,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/15/2016,08/15/2016 01:00:00 AM,08/15/2016 07:00:00 AM,25XX BLOCK OF CANTERBURY LN E,C,C2,6300.3002,-122.281364441,47.641235352,"(47.641235352, -122.281364441)"
1036683,2016294632,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/15/2016,08/15/2016 01:00:00 AM,08/15/2016 07:00:00 AM,25XX BLOCK OF CANTERBURY LN E,C,C2,6300.3002,-122.281364441,47.641235352,"(47.641235352, -122.281364441)"
1036883,2015450280,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/30/2015,12/29/2015 08:00:00 PM,12/30/2015 10:00:00 AM,19XX BLOCK OF 26 AV E,C,C2,6200.1037,-122.299468994,47.635910034,"(47.635910034, -122.299468994)"
1037265,2016334428,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/15/2016,09/15/2016 03:24:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1037584,2016336437,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/16/2016,09/15/2016 09:00:00 PM,09/16/2016 02:00:00 PM,24XX BLOCK OF E MILLER ST,C,C2,6200.1043,-122.301193237,47.641716003,"(47.641716003, -122.301193237)"
1037619,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1037652,2016336437,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/16/2016,09/15/2016 09:00:00 PM,09/16/2016 02:00:00 PM,24XX BLOCK OF E MILLER ST,C,C2,6200.1043,-122.301193237,47.641716003,"(47.641716003, -122.301193237)"
1037666,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1038283,2016320041,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/03/2016,09/03/2016 08:51:00 PM,,19XX BLOCK OF 15 AV E,C,C2,6200.3005,-122.313598633,47.636707306,"(47.636707306, -122.313598633)"
1038366,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1038465,2016334428,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/15/2016,09/15/2016 03:24:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1038536,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1038814,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1039467,2016313516,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/29/2016,08/12/2016 10:00:00 AM,08/22/2016 11:00:00 PM,4XX BLOCK OF 24 AV E,C,C2,7700.2007,-122.30116272,47.623519897,"(47.623519897, -122.30116272)"
1039525,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1040280,2016340577,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/19/2016,09/19/2016 09:06:00 PM,,20XX BLOCK OF E GALER ST,C,C2,6200.3019,-122.306602478,47.632301331,"(47.632301331, -122.306602478)"
1040374,2016340926,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/20/2016,09/19/2016 09:00:00 PM,09/20/2016 06:00:00 AM,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2016,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1041025,2016340926,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/20/2016,09/19/2016 09:00:00 PM,09/20/2016 06:00:00 AM,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2016,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1041027,2016336437,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/16/2016,09/15/2016 09:00:00 PM,09/16/2016 02:00:00 PM,24XX BLOCK OF E MILLER ST,C,C2,6200.1043,-122.301193237,47.641716003,"(47.641716003, -122.301193237)"
1041383,2016340577,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/19/2016,09/19/2016 09:06:00 PM,,20XX BLOCK OF E GALER ST,C,C2,6200.3019,-122.306602478,47.632301331,"(47.632301331, -122.306602478)"
1042377,2016340926,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/20/2016,09/19/2016 09:00:00 PM,09/20/2016 06:00:00 AM,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2016,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1042456,2016340577,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/19/2016,09/19/2016 09:06:00 PM,,20XX BLOCK OF E GALER ST,C,C2,6200.3019,-122.306602478,47.632301331,"(47.632301331, -122.306602478)"
1042848,2016334428,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/15/2016,09/15/2016 03:24:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1043715,2016340926,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/20/2016,09/19/2016 09:00:00 PM,09/20/2016 06:00:00 AM,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2016,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1044752,2016352601,1313,0,ASSLT-NONAGG,1300,ASSAULT,09/28/2016,09/28/2016 07:02:00 PM,,25XX BLOCK OF W MONTLAKE PL E,C,C2,6200.2016,-122.305770874,47.642684937,"(47.642684937, -122.305770874)"
1044757,2016334428,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/15/2016,09/15/2016 03:24:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1044788,2016334428,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/15/2016,09/15/2016 03:24:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1044848,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1045043,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1045183,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1045667,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1045890,2016336437,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/16/2016,09/15/2016 09:00:00 PM,09/16/2016 02:00:00 PM,24XX BLOCK OF E MILLER ST,C,C2,6200.1043,-122.301193237,47.641716003,"(47.641716003, -122.301193237)"
1046512,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1262996,2015210206,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/22/2015,06/09/2015 07:00:00 AM,06/22/2015 07:30:00 AM,23 AV E / E JOHN ST,C,C2,7700.4004,-122.302497864,47.62020874,"(47.62020874, -122.302497864)"
1047067,2016356170,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/01/2016,10/01/2016 12:30:00 PM,10/01/2016 01:30:00 PM,6XX BLOCK OF 22 AV E,C,C2,7600.1000,-122.303543091,47.624801636,"(47.624801636, -122.303543091)"
1047491,2016356170,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/01/2016,10/01/2016 12:30:00 PM,10/01/2016 01:30:00 PM,6XX BLOCK OF 22 AV E,C,C2,7600.1000,-122.303543091,47.624801636,"(47.624801636, -122.303543091)"
1047599,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1048434,2016340577,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/19/2016,09/19/2016 09:06:00 PM,,20XX BLOCK OF E GALER ST,C,C2,6200.3019,-122.306602478,47.632301331,"(47.632301331, -122.306602478)"
1048746,2016360964,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 08:00:00 PM,10/05/2016 09:00:00 AM,11XX BLOCK OF 21 AV E,C,C2,6400.3007,-122.304740906,47.629631042,"(47.629631042, -122.304740906)"
1048759,2016352601,1313,0,ASSLT-NONAGG,1300,ASSAULT,09/28/2016,09/28/2016 07:02:00 PM,,25XX BLOCK OF W MONTLAKE PL E,C,C2,6200.2016,-122.305770874,47.642684937,"(47.642684937, -122.305770874)"
1048782,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1049052,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1049134,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1049424,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1049629,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1049669,2016356170,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/01/2016,10/01/2016 12:30:00 PM,10/01/2016 01:30:00 PM,6XX BLOCK OF 22 AV E,C,C2,7600.1000,-122.303543091,47.624801636,"(47.624801636, -122.303543091)"
1049763,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1049919,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1050277,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1050320,2016360964,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 08:00:00 PM,10/05/2016 09:00:00 AM,11XX BLOCK OF 21 AV E,C,C2,6400.3007,-122.304740906,47.629631042,"(47.629631042, -122.304740906)"
1050388,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1050560,2016364392,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/07/2016,10/07/2016 08:50:00 PM,,19XX BLOCK OF 38 AV E,C,C2,6300.3012,-122.28401947,47.636390686,"(47.636390686, -122.28401947)"
1050895,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1050903,2016360964,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 08:00:00 PM,10/05/2016 09:00:00 AM,11XX BLOCK OF 21 AV E,C,C2,6400.3007,-122.304740906,47.629631042,"(47.629631042, -122.304740906)"
1051086,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1051167,2016364392,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/07/2016,10/07/2016 08:50:00 PM,,19XX BLOCK OF 38 AV E,C,C2,6300.3012,-122.28401947,47.636390686,"(47.636390686, -122.28401947)"
1051235,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1051440,2016340926,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/20/2016,09/19/2016 09:00:00 PM,09/20/2016 06:00:00 AM,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2016,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1051563,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1051897,2016360721,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/05/2016,10/04/2016 09:00:00 PM,10/05/2016 05:30:00 AM,11XX BLOCK OF 20 AV E,C,C2,6400.3007,-122.306015015,47.629638672,"(47.629638672, -122.306015015)"
1051950,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1052010,2016367112,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,10/10/2016,10/10/2016 09:03:00 AM,,19XX BLOCK OF E ALOHA ST,C,C2,6400.3016,-122.306678772,47.626846313,"(47.626846313, -122.306678772)"
1052254,2016368120,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/10/2016,10/08/2016 06:00:00 AM,10/10/2016 10:45:00 PM,11XX BLOCK OF 21 AV E,C,C2,6400.3007,-122.304740906,47.629631042,"(47.629631042, -122.304740906)"
1052566,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1052776,201660646,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,02/19/2016,02/19/2016 09:34:00 PM,,SR520 WB / LAKE WASHINGTON SHORE,C,C2,6200.1007,-122.298416138,47.644859314,"(47.644859314, -122.298416138)"
1053096,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1053100,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1053373,2016369750,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/12/2016,10/05/2016 08:00:00 AM,10/12/2016 07:58:00 AM,21XX BLOCK OF 38 AV E,C,C2,6300.4011,-122.284873962,47.638305664,"(47.638305664, -122.284873962)"
1053412,2016370074,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/12/2016,10/11/2016 03:30:00 PM,10/11/2016 04:45:00 PM,1XX BLOCK OF 22 AV E,C,C2,7600.2009,-122.303634644,47.619316101,"(47.619316101, -122.303634644)"
1054605,2016367112,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,10/10/2016,10/10/2016 09:03:00 AM,,19XX BLOCK OF E ALOHA ST,C,C2,6400.3016,-122.306678772,47.626846313,"(47.626846313, -122.306678772)"
1054651,2016368120,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/10/2016,10/08/2016 06:00:00 AM,10/10/2016 10:45:00 PM,11XX BLOCK OF 21 AV E,C,C2,6400.3007,-122.304740906,47.629631042,"(47.629631042, -122.304740906)"
1054663,2016369750,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/12/2016,10/05/2016 08:00:00 AM,10/12/2016 07:58:00 AM,21XX BLOCK OF 38 AV E,C,C2,6300.4011,-122.284873962,47.638305664,"(47.638305664, -122.284873962)"
1054769,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1054996,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1055381,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1055500,2016374824,1316,4,THREATS-OTHER,1300,THREATS,10/16/2016,10/13/2016 06:00:00 PM,10/13/2016 10:00:00 PM,20XX BLOCK OF 42 AV E,C,C2,6300.1013,-122.278442383,47.638034821,"(47.638034821, -122.278442383)"
1055564,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1055884,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1056179,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1056445,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1056581,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1056852,2016335214,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/15/2016,09/15/2016 06:30:00 AM,09/15/2016 04:00:00 PM,15XX BLOCK OF 18 AV E,C,C2,6200.3001,-122.308708191,47.633136749,"(47.633136749, -122.308708191)"
1057502,2016378909,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/19/2016,10/19/2016 06:45:00 AM,10/19/2016 03:30:00 PM,9XX BLOCK OF 17 AV E,C,C2,6400.2006,-122.309951782,47.627773285,"(47.627773285, -122.309951782)"
1057568,2016377856,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,10/18/2016,10/17/2016 04:00:00 PM,10/18/2016 08:30:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1012,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1057839,2016379499,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/20/2016,10/19/2016 03:30:00 PM,10/20/2016 05:25:00 AM,1XX BLOCK OF 18 AV E,C,C2,7600.2006,-122.308776855,47.619335175,"(47.619335175, -122.308776855)"
1058247,2016379499,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/20/2016,10/19/2016 03:30:00 PM,10/20/2016 05:30:00 AM,1XX BLOCK OF 18 AV E,C,C2,7600.2006,-122.308776855,47.619335175,"(47.619335175, -122.308776855)"
1058295,2016379996,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/20/2016,10/17/2016 10:00:00 PM,10/18/2016 10:00:00 AM,18XX BLOCK OF 20 AV,C,C2,7900.5000,-122.306091309,47.617881775,"(47.617881775, -122.306091309)"
1058414,2016372290,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/14/2016,10/13/2016 07:30:00 PM,10/13/2016 10:00:00 PM,17XX BLOCK OF E REPUBLICAN ST,C,C2,7600.3001,-122.309333801,47.623249054,"(47.623249054, -122.309333801)"
1058449,2016379996,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/20/2016,10/17/2016 10:00:00 PM,10/18/2016 10:00:00 AM,18XX BLOCK OF 20 AV,C,C2,7900.5000,-122.306091309,47.617881775,"(47.617881775, -122.306091309)"
1058561,2016351021,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/27/2016,09/27/2016 12:40:00 PM,09/27/2016 03:20:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1058562,2016362865,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/06/2016,10/06/2016 02:10:00 PM,10/06/2016 04:33:00 PM,4XX BLOCK OF 26 AV E,C,C2,7700.2008,-122.298774719,47.623126984,"(47.623126984, -122.298774719)"
1058681,201247187,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,02/16/2012,02/15/2012 08:00:00 PM,02/16/2012 08:45:00 AM,3XX BLOCK OF 18 AV E,C,C2,7600.3006,-122.30872345,47.62128067,"(47.62128067, -122.30872345)"
