RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
1095863,2016448293,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/14/2016,12/11/2016 08:00:00 PM,12/12/2016 08:00:00 AM,9XX BLOCK OF 24 AV E,C,C2,6400.1020,-122.301109314,47.627052307,"(47.627052307, -122.301109314)"
1096188,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1263432,2017309817,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/21/2017,08/20/2017 09:00:00 PM,08/21/2017 04:50:00 PM,2XX BLOCK OF 23 AV E,C,C2,7700.4004,-122.302490234,47.620792389,"(47.620792389, -122.302490234)"
1096714,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1097129,2016448293,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/14/2016,12/11/2016 08:00:00 PM,12/12/2016 08:00:00 AM,9XX BLOCK OF 24 AV E,C,C2,6400.1020,-122.301109314,47.627052307,"(47.627052307, -122.301109314)"
1098752,2012383707,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,11/08/2012,11/08/2012 09:00:00 AM,11/08/2012 02:15:00 PM,1XX BLOCK OF 20 AV E,C,C2,7600.2008,-122.306053162,47.619945526,"(47.619945526, -122.306053162)"
1098324,2016455907,1316,4,THREATS-OTHER,1300,THREATS,12/20/2016,12/20/2016 11:05:00 AM,,19XX BLOCK OF 43 AV E,C,C2,6300.1008,-122.277114868,47.636669159,"(47.636669159, -122.277114868)"
1098692,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1099400,2015391048,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,11/08/2015,11/08/2015 04:07:00 PM,,25XX BLOCK OF EVERETT AV E,C,C2,6100.2021,-122.314231873,47.641963959,"(47.641963959, -122.314231873)"
1099407,2016147900,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,04/29/2016,04/28/2016 10:30:00 PM,04/29/2016 08:20:00 AM,1XX BLOCK OF 20 AV E,C,C2,7600.2007,-122.30606842,47.619083405,"(47.619083405, -122.30606842)"
1100070,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1099866,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1100463,2016460935,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/24/2016,12/22/2016 12:00:00 AM,12/24/2016 01:11:00 PM,20XX BLOCK OF 43 AV E,C,C2,6300.1008,-122.277099609,47.638027191,"(47.638027191, -122.277099609)"
1100898,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1104038,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1101588,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1101757,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1102094,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1102277,2016460935,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/24/2016,12/22/2016 12:00:00 AM,12/24/2016 01:11:00 PM,20XX BLOCK OF 43 AV E,C,C2,6300.1008,-122.277099609,47.638027191,"(47.638027191, -122.277099609)"
1102919,2016464733,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/28/2016,12/24/2016 12:00:00 PM,12/27/2016 08:00:00 AM,22XX BLOCK OF WAVERLY WY E,C,C2,6300.4,-122.287910461,47.638881683,"(47.638881683, -122.287910461)"
1103036,2014310120,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/16/2014,09/11/2014 06:00:00 PM,09/15/2014 12:00:00 PM,27XX BLOCK OF 24 AV E,C,C2,6200.1008,-122.302032471,47.644584656,"(47.644584656, -122.302032471)"
1103381,2016464733,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/28/2016,12/24/2016 12:00:00 PM,12/27/2016 08:00:00 AM,22XX BLOCK OF WAVERLY WY E,C,C2,6300.4,-122.287910461,47.638881683,"(47.638881683, -122.287910461)"
1263451,2017290495,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,08/07/2017,08/06/2017 05:20:00 PM,08/07/2017 07:30:00 AM,17XX BLOCK OF E DENNY WY,C,C2,7600.3012,-122.309486389,47.6185112,"(47.6185112, -122.309486389)"
1103933,2016466054,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/29/2016,12/29/2016 11:00:00 AM,12/29/2016 01:30:00 PM,12XX BLOCK OF 18 AV E,C,C2,6400.2000,-122.308586121,47.631477356,"(47.631477356, -122.308586121)"
1103742,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1104008,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1104005,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1104027,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1104060,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1105837,201510766,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/10/2015,01/09/2015 11:30:00 PM,01/10/2015 06:00:00 PM,24XX BLOCK OF 41 AV E,C,C2,6300.1016,-122.279457092,47.641376495,"(47.641376495, -122.279457092)"
1104469,2016466054,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/29/2016,12/29/2016 11:00:00 AM,12/29/2016 01:30:00 PM,12XX BLOCK OF 18 AV E,C,C2,6400.2000,-122.308586121,47.631477356,"(47.631477356, -122.308586121)"
1104844,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1104937,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1105478,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1105749,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1105707,2016459186,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/22/2016,12/22/2016 10:07:00 PM,,16XX BLOCK OF E CALHOUN ST,C,C2,6200.2028,-122.309844971,47.641017914,"(47.641017914, -122.309844971)"
1105824,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1106683,20174330,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/04/2017,01/04/2017 03:08:00 AM,,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306045532,47.620353699,"(47.620353699, -122.306045532)"
1106836,201510766,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/10/2015,01/09/2015 11:30:00 PM,01/10/2015 06:00:00 PM,24XX BLOCK OF 41 AV E,C,C2,6300.1016,-122.279457092,47.641376495,"(47.641376495, -122.279457092)"
1107063,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1107338,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1107446,20174330,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/04/2017,01/04/2017 03:08:00 AM,,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306045532,47.620353699,"(47.620353699, -122.306045532)"
1108347,20174330,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/04/2017,01/04/2017 03:08:00 AM,,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306045532,47.620353699,"(47.620353699, -122.306045532)"
1108568,20178084,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/07/2017,01/04/2017 09:00:00 PM,01/07/2017 01:00:00 PM,4XX BLOCK OF 19 AV E,C,C2,7600.3000,-122.307312012,47.622638702,"(47.622638702, -122.307312012)"
1108603,20178084,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/07/2017,01/04/2017 09:00:00 PM,01/07/2017 12:30:00 PM,4XX BLOCK OF 19 AV E,C,C2,7600.3000,-122.307312012,47.622638702,"(47.622638702, -122.307312012)"
1109116,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1109562,20174330,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/04/2017,01/04/2017 03:08:00 AM,,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306045532,47.620353699,"(47.620353699, -122.306045532)"
1109642,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1109663,20178084,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/07/2017,01/04/2017 09:00:00 PM,01/07/2017 12:30:00 PM,4XX BLOCK OF 19 AV E,C,C2,7600.3000,-122.307312012,47.622638702,"(47.622638702, -122.307312012)"
1110296,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1110349,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1110465,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1110722,2016393905,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,10/31/2016,10/28/2016 12:00:00 PM,10/31/2016 08:30:00 AM,15XX BLOCK OF E CALHOUN ST,C,C2,6100.2022,-122.310966492,47.641025543,"(47.641025543, -122.310966492)"
1110777,2016450988,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,12/16/2016,12/15/2016 08:00:00 PM,12/16/2016 09:30:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1003,-122.277076721,47.639900208,"(47.639900208, -122.277076721)"
1110875,201710539,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/09/2017,11/24/2016 12:01:00 AM,01/09/2017 12:00:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1012,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1111011,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1111600,201710726,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 08:15:00 AM,01/09/2017 03:15:00 PM,21XX BLOCK OF BOYER AV E,C,C2,6200.2030,-122.309501648,47.638965607,"(47.638965607, -122.309501648)"
1111642,201710966,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 06:50:00 PM,,24XX BLOCK OF 19 AV E,C,C2,6200.2027,-122.307258606,47.640644073,"(47.640644073, -122.307258606)"
1111675,201710863,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 09:30:00 AM,01/09/2017 05:00:00 PM,15XX BLOCK OF E OLIN PL,C,C2,6200.3001,-122.312713623,47.635391235,"(47.635391235, -122.312713623)"
1111760,201710966,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 06:50:00 PM,,24XX BLOCK OF 19 AV E,C,C2,6200.2027,-122.307258606,47.640644073,"(47.640644073, -122.307258606)"
1111807,2016431613,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/30/2016,11/29/2016 06:00:00 PM,11/30/2016 06:45:00 PM,4XX BLOCK OF 24 AV E,C,C2,7700.2007,-122.30116272,47.623519897,"(47.623519897, -122.30116272)"
1111824,201710726,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 08:15:00 AM,01/09/2017 03:15:00 PM,21XX BLOCK OF BOYER AV E,C,C2,6200.2030,-122.309501648,47.638965607,"(47.638965607, -122.309501648)"
1111952,201710966,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 06:50:00 PM,,24XX BLOCK OF 19 AV E,C,C2,6200.2027,-122.307258606,47.640644073,"(47.640644073, -122.307258606)"
1111971,201710726,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 08:15:00 AM,01/09/2017 03:15:00 PM,21XX BLOCK OF BOYER AV E,C,C2,6200.2030,-122.309501648,47.638965607,"(47.638965607, -122.309501648)"
1112448,2016156689,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,05/05/2016,05/05/2016 10:13:00 PM,,4XX BLOCK OF 18 AV E,C,C2,7600.3000,-122.308700562,47.622657776,"(47.622657776, -122.308700562)"
1112691,201714039,1313,0,ASSLT-NONAGG,1300,ASSAULT,01/12/2017,01/12/2017 08:37:00 AM,,27XX BLOCK OF E MADISON ST,C,C2,7700.2010,-122.296852112,47.623031616,"(47.623031616, -122.296852112)"
1113037,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1113111,201710966,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 06:50:00 PM,,24XX BLOCK OF 19 AV E,C,C2,6200.2027,-122.307258606,47.640644073,"(47.640644073, -122.307258606)"
1113117,201710539,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/09/2017,11/24/2016 12:01:00 AM,01/09/2017 12:00:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1012,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1113135,201710726,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 08:15:00 AM,01/09/2017 03:15:00 PM,21XX BLOCK OF BOYER AV E,C,C2,6200.2030,-122.309501648,47.638965607,"(47.638965607, -122.309501648)"
1113085,201710863,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 09:30:00 AM,01/09/2017 05:00:00 PM,15XX BLOCK OF E OLIN PL,C,C2,6200.3001,-122.312713623,47.635391235,"(47.635391235, -122.312713623)"
1263591,2017305147,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/18/2017,08/18/2017 03:05:00 AM,,26XX BLOCK OF 22 AV E,C,C2,6200.2011,-122.303794861,47.643428802,"(47.643428802, -122.303794861)"
1113392,201715069,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/13/2017,01/13/2017 01:15:00 AM,,6XX BLOCK OF 19 AV E,C,C2,7600.1003,-122.307312012,47.624828339,"(47.624828339, -122.307312012)"
1114613,201719208,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/16/2017,01/16/2017 12:50:00 PM,,27XX BLOCK OF E MADISON ST,C,C2,7700.2010,-122.296852112,47.623031616,"(47.623031616, -122.296852112)"
1114806,201715069,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/13/2017,01/13/2017 01:15:00 AM,,6XX BLOCK OF 19 AV E,C,C2,7600.1003,-122.307312012,47.624828339,"(47.624828339, -122.307312012)"
1115224,2016450414,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,12/15/2016,12/15/2016 08:22:00 PM,,10XX BLOCK OF WASHINGTON PL E,C,C2,6300.4016,-122.292877197,47.627868652,"(47.627868652, -122.292877197)"
1115466,201710966,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/09/2017,01/09/2017 06:50:00 PM,,24XX BLOCK OF 19 AV E,C,C2,6200.2027,-122.307258606,47.640644073,"(47.640644073, -122.307258606)"
1115737,201720874,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/17/2017,01/17/2017 08:00:00 AM,01/17/2017 07:00:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1013,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1116773,201721659,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/18/2017,01/18/2017 09:30:00 AM,01/18/2017 01:13:00 PM,20XX BLOCK OF E JOHN ST,C,C2,7600.2008,-122.305397034,47.620220184,"(47.620220184, -122.305397034)"
1116859,201721659,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/18/2017,01/18/2017 09:30:00 AM,01/18/2017 01:13:00 PM,20XX BLOCK OF E JOHN ST,C,C2,7600.2008,-122.305397034,47.620220184,"(47.620220184, -122.305397034)"
1116974,201721659,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/18/2017,01/18/2017 09:30:00 AM,01/18/2017 01:13:00 PM,20XX BLOCK OF E JOHN ST,C,C2,7600.2008,-122.305397034,47.620220184,"(47.620220184, -122.305397034)"
1117170,201722417,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/19/2017,01/19/2017 02:37:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1117443,2016404684,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,11/08/2016,11/08/2016 04:06:00 AM,,29XX BLOCK OF E MADISON ST,C,C2,6200.1053,-122.293777466,47.625110626,"(47.625110626, -122.293777466)"
1117525,201720874,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/17/2017,01/17/2017 08:00:00 AM,01/17/2017 07:00:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1013,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1117532,201721659,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/18/2017,01/18/2017 09:30:00 AM,01/18/2017 01:13:00 PM,20XX BLOCK OF E JOHN ST,C,C2,7600.2008,-122.305397034,47.620220184,"(47.620220184, -122.305397034)"
1117544,201722417,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/19/2017,01/19/2017 02:37:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)"
1117608,201719208,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/16/2017,01/16/2017 12:50:00 PM,,27XX BLOCK OF E MADISON ST,C,C2,7700.2010,-122.296852112,47.623031616,"(47.623031616, -122.296852112)"
1117627,201722653,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/19/2017,01/18/2017 10:00:00 PM,01/19/2017 06:00:00 AM,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306045532,47.620353699,"(47.620353699, -122.306045532)"
1117808,2016416244,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/17/2016,11/14/2016 11:00:00 PM,11/17/2016 04:00:00 PM,20XX BLOCK OF E NEWTON ST,C,C2,6200.2032,-122.304779053,47.638729095,"(47.638729095, -122.304779053)"
1117874,2016242522,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,07/07/2016,07/07/2016 04:05:00 AM,,40XX BLOCK OF E MADISON ST,C,C2,6300.3018,-122.280464172,47.634128571,"(47.634128571, -122.280464172)"
1117956,201721659,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/18/2017,01/18/2017 09:30:00 AM,01/18/2017 01:13:00 PM,20XX BLOCK OF E JOHN ST,C,C2,7600.2008,-122.305397034,47.620220184,"(47.620220184, -122.305397034)"
1118072,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1118351,201724245,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/20/2017,01/20/2017 12:07:00 AM,,12XX BLOCK OF 24 AV E,C,C2,6400.1004,-122.301635742,47.630771637,"(47.630771637, -122.301635742)"
1118357,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1118388,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1119049,201726295,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/22/2017,01/20/2017 07:00:00 PM,01/22/2017 10:00:00 AM,20XX BLOCK OF E MILLER ST,C,C2,6200.202,-122.304649353,47.641727448,"(47.641727448, -122.304649353)"
1120317,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1119011,201726295,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/22/2017,01/20/2017 07:00:00 PM,01/22/2017 10:00:00 AM,20XX BLOCK OF E MILLER ST,C,C2,6200.202,-122.304649353,47.641727448,"(47.641727448, -122.304649353)"
1120162,201519494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/18/2015,01/17/2015 12:30:00 AM,01/18/2015 10:15:00 AM,1911 1 / 2 E THOMAS ST,C,C2,7600.2004,-122.307144165,47.620399475,"(47.620399475, -122.307144165)"
1121346,201726295,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,01/22/2017,01/20/2017 07:00:00 PM,01/22/2017 10:00:00 AM,20XX BLOCK OF E MILLER ST,C,C2,6200.202,-122.304649353,47.641727448,"(47.641727448, -122.304649353)"
1119183,201724245,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/20/2017,01/20/2017 12:07:00 AM,,12XX BLOCK OF 24 AV E,C,C2,6400.1004,-122.301635742,47.630771637,"(47.630771637, -122.301635742)"
1119320,201724245,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,01/20/2017,01/20/2017 12:07:00 AM,,12XX BLOCK OF 24 AV E,C,C2,6400.1004,-122.301635742,47.630771637,"(47.630771637, -122.301635742)"
1119349,2016405394,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,11/09/2016,11/09/2016 01:00:00 AM,,1XX BLOCK OF 21 AV E,C,C2,7600.2009,-122.304756165,47.619358063,"(47.619358063, -122.304756165)"
1119364,201720874,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/17/2017,01/17/2017 08:00:00 AM,01/17/2017 07:00:00 PM,5XX BLOCK OF 20 AV E,C,C2,7600.1013,-122.305999756,47.623809814,"(47.623809814, -122.305999756)"
1119399,201719208,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,01/16/2017,01/16/2017 12:50:00 PM,,27XX BLOCK OF E MADISON ST,C,C2,7700.2010,-122.296852112,47.623031616,"(47.623031616, -122.296852112)"
